,file_name,annotation_file,image_path,annotation_path,annotation,label
0,Alex_25-06-10_T00_02_09.png,Alex_25-06-10_T00_02_09.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alex_25-06-10_T00_02_09.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alex_25-06-10_T00_02_09.txt,0 0.310313 0.53 0.1675 0.441112,0
1,Alex_25-06-10_T00_02_26.png,Alex_25-06-10_T00_02_26.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alex_25-06-10_T00_02_26.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alex_25-06-10_T00_02_26.txt,0 0.334062 0.491111 0.16625 0.403334,0
2,Alex_25-06-10_T00_02_27.png,Alex_25-06-10_T00_02_27.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alex_25-06-10_T00_02_27.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alex_25-06-10_T00_02_27.txt,0 0.302812 0.496667 0.183749 0.392222,0
3,Alex_30-06-10_1_T00_00_00_Jahaga.png,Alex_30-06-10_1_T00_00_00_Jahaga.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alex_30-06-10_1_T00_00_00_Jahaga.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alex_30-06-10_1_T00_00_00_Jahaga.txt,10 0.599739 0.356019 0.194791 0.379629,10
4,Alex_30-06-10_1_T00_00_28_Jahaga.png,Alex_30-06-10_1_T00_00_28_Jahaga.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alex_30-06-10_1_T00_00_28_Jahaga.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alex_30-06-10_1_T00_00_28_Jahaga.txt,10 0.619792 0.434722 0.186979 0.372222,10
5,Alex_30-06-10_1_T00_00_42.png,Alex_30-06-10_1_T00_00_42.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alex_30-06-10_1_T00_00_42.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alex_30-06-10_1_T00_00_42.txt,0 0.142969 0.499074 0.146875 0.18426,0
6,Alex_30-06-10_1_T00_00_44.png,Alex_30-06-10_1_T00_00_44.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alex_30-06-10_1_T00_00_44.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alex_30-06-10_1_T00_00_44.txt,0 0.121354 0.501852 0.134896 0.169444,0
7,V345_1_23-11-10.png,V345_1_23-11-10.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/V345_1_23-11-10.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/V345_1_23-11-10.txt,11 0.024479 0.598148 0.047396 0.082408,11
8,Alex_30-06-10_1_T00_00_46_Jahaga.png,Alex_30-06-10_1_T00_00_46_Jahaga.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alex_30-06-10_1_T00_00_46_Jahaga.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alex_30-06-10_1_T00_00_46_Jahaga.txt,0 0.129167 0.501389 0.147396 0.175926,0
9,Alex_30-06-10_1_T00_00_51.png,Alex_30-06-10_1_T00_00_51.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alex_30-06-10_1_T00_00_51.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alex_30-06-10_1_T00_00_51.txt,0 0.132292 0.501852 0.124479 0.176852,0
10,Alex_30-06-10_1_T00_01_17.png,Alex_30-06-10_1_T00_01_17.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alex_30-06-10_1_T00_01_17.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alex_30-06-10_1_T00_01_17.txt,0 0.12474 0.496296 0.13125 0.175,0
11,Alex_30-06-10_1_T00_01_25.png,Alex_30-06-10_1_T00_01_25.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alex_30-06-10_1_T00_01_25.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alex_30-06-10_1_T00_01_25.txt,0 0.53099 0.384259 0.207291 0.262037,0
12,Alex_30-06-10_1_T00_01_33.png,Alex_30-06-10_1_T00_01_33.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alex_30-06-10_1_T00_01_33.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alex_30-06-10_1_T00_01_33.txt,0 0.520573 0.408797 0.186458 0.264815,0
13,Alex_30-06-10_1_T00_01_34.png,Alex_30-06-10_1_T00_01_34.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alex_30-06-10_1_T00_01_34.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alex_30-06-10_1_T00_01_34.txt,0 0.52526 0.393056 0.18125 0.268519,0
14,Alex_30-06-10_1_T00_02_13.png,Alex_30-06-10_1_T00_02_13.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alex_30-06-10_1_T00_02_13.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alex_30-06-10_1_T00_02_13.txt,0 0.622656 0.269444 0.170833 0.384259,0
15,Alex_30-06-10_1_T00_02_15.png,Alex_30-06-10_1_T00_02_15.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alex_30-06-10_1_T00_02_15.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alex_30-06-10_1_T00_02_15.txt,0 0.445312 0.207407 0.196355 0.354629,0
16,Alex_30-06-10_1_T00_02_24.png,Alex_30-06-10_1_T00_02_24.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alex_30-06-10_1_T00_02_24.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alex_30-06-10_1_T00_02_24.txt,0 0.557813 0.228704 0.190105 0.376852,0
17,Alex_30-06-10_1_T00_03_03.png,Alex_30-06-10_1_T00_03_03.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alex_30-06-10_1_T00_03_03.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alex_30-06-10_1_T00_03_03.txt,0 0.47526 0.2625 0.190625 0.37037,0
18,Alex_30-06-10_2_T00_02_40.png,Alex_30-06-10_2_T00_02_40.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alex_30-06-10_2_T00_02_40.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alex_30-06-10_2_T00_02_40.txt,0 0.390625 0.503704 0.234896 0.476852,0
19,Alex_30-06-10_2_T00_02_56.png,Alex_30-06-10_2_T00_02_56.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alex_30-06-10_2_T00_02_56.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alex_30-06-10_2_T00_02_56.txt,0 0.219531 0.498611 0.1875 0.427778,0
20,Alex_30-06-10_3_T00_00_00.png,Alex_30-06-10_3_T00_00_00.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alex_30-06-10_3_T00_00_00.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alex_30-06-10_3_T00_00_00.txt,0 0.414687 0.349444 0.21125 0.437777,0
21,Alexandra_25-06-10_T00_00_00.png,Alexandra_25-06-10_T00_00_00.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_25-06-10_T00_00_00.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_25-06-10_T00_00_00.txt,1 0.486496 0.558666 0.370591 0.878667,1
22,Alexandra_25-06-10_T00_00_46.png,Alexandra_25-06-10_T00_00_46.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_25-06-10_T00_00_46.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_25-06-10_T00_00_46.txt,1 0.441494 0.4528 0.489648 0.776,1
23,Alexandra_25-06-10_T00_01_15.png,Alexandra_25-06-10_T00_01_15.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_25-06-10_T00_01_15.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_25-06-10_T00_01_15.txt,1 0.501875 0.507333 0.419354 0.877333,1
24,Alexandra_25-06-10_T00_01_40.png,Alexandra_25-06-10_T00_01_40.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_25-06-10_T00_01_40.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_25-06-10_T00_01_40.txt,1 0.468046 0.475201 0.434742 0.948802,1
25,Alexandra_25-06-10_T00_02_04.png,Alexandra_25-06-10_T00_02_04.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_25-06-10_T00_02_04.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_25-06-10_T00_02_04.txt,1 0.521602 0.344 0.378037 0.5808,1
26,Alexandra_25-06-10_T00_02_07.png,Alexandra_25-06-10_T00_02_07.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_25-06-10_T00_02_07.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_25-06-10_T00_02_07.txt,1 0.430983 0.483333 0.336085 0.749333,1
27,Alexandra_u_Gertrudia_30-06-10_T00_00_43.png,Alexandra_u_Gertrudia_30-06-10_T00_00_43.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_u_Gertrudia_30-06-10_T00_00_43.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_u_Gertrudia_30-06-10_T00_00_43.txt,1 0.72168 0.238667 0.258818 0.470667,1
28,Alexandra_u_Gertrudia_30-06-10_T00_02_43.png,Alexandra_u_Gertrudia_30-06-10_T00_02_43.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_u_Gertrudia_30-06-10_T00_02_43.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_u_Gertrudia_30-06-10_T00_02_43.txt,1 0.501823 0.388426 0.273958 0.49074,1
29,Alexandra_u_Gertrudia_30-06-10_T00_02_46.png,Alexandra_u_Gertrudia_30-06-10_T00_02_46.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_u_Gertrudia_30-06-10_T00_02_46.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_u_Gertrudia_30-06-10_T00_02_46.txt,1 0.451987 0.429333 0.228057 0.446667,1
30,Alexandra_u_Gertrudia_30-06-10_T00_03_09.png,Alexandra_u_Gertrudia_30-06-10_T00_03_09.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_u_Gertrudia_30-06-10_T00_03_09.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_u_Gertrudia_30-06-10_T00_03_09.txt,1 0.548012 0.466 0.27907 0.498666,1
31,Alexandra_u_Gertrudia_30-06-10_T00_03_11.png,Alexandra_u_Gertrudia_30-06-10_T00_03_11.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_u_Gertrudia_30-06-10_T00_03_11.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_u_Gertrudia_30-06-10_T00_03_11.txt,1 0.534896 0.447685 0.247396 0.542592,1
32,Alexandra_u_Gertrudia_30-06-10_T00_04_59.png,Alexandra_u_Gertrudia_30-06-10_T00_04_59.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_u_Gertrudia_30-06-10_T00_04_59.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_u_Gertrudia_30-06-10_T00_04_59.txt,9 0.596774 0.312667 0.258065 0.418667,9
33,Alexandra_u_Gertrudia_30-06-10_T00_05_10.png,Alexandra_u_Gertrudia_30-06-10_T00_05_10.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_u_Gertrudia_30-06-10_T00_05_10.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_u_Gertrudia_30-06-10_T00_05_10.txt,9 0.647036 0.24 0.222052 0.478666,9
34,Alexandra_u_Gertrudia_30-06-10_T00_05_14.png,Alexandra_u_Gertrudia_30-06-10_T00_05_14.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_u_Gertrudia_30-06-10_T00_05_14.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_u_Gertrudia_30-06-10_T00_05_14.txt,9 0.598274 0.653334 0.234057 0.502667,9
35,Alexandra_V85_1_03-08-10.png,Alexandra_V85_1_03-08-10.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V85_1_03-08-10.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V85_1_03-08-10.txt,1 0.521354 0.593055 0.185938 0.338889,1
36,Alexandra_V85_2_03-08-10.png,Alexandra_V85_2_03-08-10.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V85_2_03-08-10.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V85_2_03-08-10.txt,1 0.570833 0.522222 0.182813 0.349074,1
37,Alexandra_V85_3_03-08-10.png,Alexandra_V85_3_03-08-10.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V85_3_03-08-10.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V85_3_03-08-10.txt,1 0.300781 0.478241 0.145833 0.333333,1
38,Alexandra_V85_4_03-08-10.png,Alexandra_V85_4_03-08-10.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V85_4_03-08-10.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V85_4_03-08-10.txt,1 0.735938 0.281018 0.176563 0.375925,1
39,Alexandra_V85_5_03-08-10.png,Alexandra_V85_5_03-08-10.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V85_5_03-08-10.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V85_5_03-08-10.txt,1 0.370573 0.357407 0.1625 0.410185,1
40,Alexandra_V85_6_03-08-10.png,Alexandra_V85_6_03-08-10.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V85_6_03-08-10.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V85_6_03-08-10.txt,1 0.332032 0.451389 0.147917 0.414815,1
41,Alexandra_V85_7_03-08-10.png,Alexandra_V85_7_03-08-10.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V85_7_03-08-10.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V85_7_03-08-10.txt,1 0.310677 0.445371 0.140625 0.386111,1
42,Alexandra_V86_1_03-08-10.png,Alexandra_V86_1_03-08-10.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V86_1_03-08-10.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V86_1_03-08-10.txt,1 0.367405 0.304013 0.100695 0.193673,1
43,Alexandra_V86_2_03-08-10.png,Alexandra_V86_2_03-08-10.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V86_2_03-08-10.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V86_2_03-08-10.txt,1 0.446615 0.269907 0.2 0.331481,1
44,Alexandra_V86_3_03-08-10.png,Alexandra_V86_3_03-08-10.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V86_3_03-08-10.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V86_3_03-08-10.txt,1 0.393229 0.506945 0.196354 0.353703,1
45,Alexandra_V86_4_03-08-10.png,Alexandra_V86_4_03-08-10.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V86_4_03-08-10.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V86_4_03-08-10.txt,1 0.346875 0.528241 0.18177 0.274074,1
46,Alexandra_V110_1_09-08-10.png,Alexandra_V110_1_09-08-10.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V110_1_09-08-10.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V110_1_09-08-10.txt,1 0.659073 0.469522 0.11198 0.200618,1
47,Alexandra_V110_2_09-08-10.png,Alexandra_V110_2_09-08-10.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V110_2_09-08-10.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V110_2_09-08-10.txt,1 0.642362 0.471836 0.115016 0.236111,1
48,Alexandra_V110_3_09-08-10.png,Alexandra_V110_3_09-08-10.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V110_3_09-08-10.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V110_3_09-08-10.txt,1 0.695312 0.464892 0.124563 0.175926,1
49,Alexandra_V110_4_09-08-10.png,Alexandra_V110_4_09-08-10.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V110_4_09-08-10.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V110_4_09-08-10.txt,1 0.664062 0.447916 0.137583 0.229939,1
50,Alexandra_V110_5_09-08-10.png,Alexandra_V110_5_09-08-10.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V110_5_09-08-10.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V110_5_09-08-10.txt,1 0.669487 0.474151 0.11111 0.211419,1
51,Alexandra_V110_6_09-08-10.png,Alexandra_V110_6_09-08-10.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V110_6_09-08-10.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V110_6_09-08-10.txt,1 0.649523 0.451775 0.131079 0.237655,1
52,Alexandra_V110_7_09-08-10_Annett.png,Alexandra_V110_7_09-08-10_Annett.txt,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V110_7_09-08-10_Annett.png,/content/drive/MyDrive/chimp_zoo/Zoo_Leipzig_original/Chimpanzees/Alexandra_V110_7_09-08-10_Annett.txt,2 0.466406 0.5 0.203125 0.337962,2
